ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 4183      8974      8976      1.71875      -3.90625      9.121      1.71094      -3.90625      9.429      0.00379231      0
 4184      9118      8976      1.71875      -3.90625      9.121      1.89062      -3.90625      9.337      0.0022791      1
 4185      6551      8974      1.71094      -3.90625      9.429      1.60938      -3.875      9.583      0.00209818      0
 4186      8970      8974      1.71094      -3.90625      9.429      1.64844      -4      9.621      0.00127242      1
 4187      1047      6551      1.60938      -3.875      9.583      1.35938      -3.875      9.627      0.000693146      1
 4188      8972      6551      1.60938      -3.875      9.583      1.69531      -3.90625      9.697      0.000693146      1
 4189      14301      1391      1.92969      -3.84375      8.836      2.01562      -3.78125      8.923      0.000352662      1
 4190      6545      8698      1.53125      -3.65625      8.823      1.67969      -3.71875      8.974      0.00652068      0
 4191      6669      8698      1.53125      -3.65625      8.823      1.50781      -3.59375      8.815      0.00489659      0
 4192      942      6669      1.50781      -3.59375      8.815      1.36719      -3.46875      9.157      0.00119647      1
 4193      943      6669      1.50781      -3.59375      8.815      1.33594      -3.59375      8.711      0.00189392      0
 4194      14694      6669      1.50781      -3.59375      8.815      1.54688      -3.5625      8.783      0.00220396      0
 4195      1055      14694      1.54688      -3.5625      8.783      1.60938      -3.34375      8.993      0.00086238      1
 4196      8705      14694      1.54688      -3.5625      8.783      1.69531      -3.34375      8.85      0.00086238      1
 4197      8458      943      1.33594      -3.59375      8.711      1.25      -3.4375      8.833      0.000580555      1
 4198      6547      6545      1.67969      -3.71875      8.974      1.71094      -3.6875      9.258      0.00467584      0
 4199      8828      6545      1.67969      -3.71875      8.974      1.72656      -3.5625      9.136      0.00354637      0
 4200      8982      6545      1.67969      -3.71875      8.974      1.88281      -3.625      9.071      0.00266495      1
 4201      8831      8828      1.72656      -3.5625      9.136      1.77344      -3.46875      9.185      0.000700028      1
 4202      14692      8828      1.72656      -3.5625      9.136      1.65625      -3.46875      9.147      0.00112598      0
 4203      8700      14692      1.65625      -3.46875      9.147      1.625      -3.46875      9.231      0.000355759      1
 4204      8702      14692      1.65625      -3.46875      9.147      1.65625      -3.40625      9.173      0.000560205      0
 4205      14690      8702      1.65625      -3.40625      9.173      1.71875      -3.375      9.162      0.000169989      1
 4206      1155      6547      1.71094      -3.6875      9.258      1.59375      -3.71875      9.301      0.00278014      0
 4207      1269      6547      1.71094      -3.6875      9.258      1.74219      -3.75      9.486      0.00283581      0
 4208      14426      6547      1.71094      -3.6875      9.258      1.875      -3.75      9.326      0.00211902      0
 4209      6413      14426      1.875      -3.75      9.326      1.95312      -3.65625      9.353      0.000317944      1
 4210      6415      14426      1.875      -3.75      9.326      1.91406      -3.71875      9.401      0.000317944      1
 4211      14569      1269      1.74219      -3.75      9.486      1.65625      -3.75      9.722      0.00121889      0
 4212      6549      14569      1.65625      -3.75      9.722      1.71875      -3.71875      9.765      0.000211945      1
 4213      14568      14569      1.65625      -3.75      9.722      1.71094      -3.6875      9.746      0.000211945      1
 4214      1050      1155      1.59375      -3.71875      9.301      1.44531      -3.65625      9.579      0.000898222      1
 4215      8983      6408      1.72656      -3.84375      7.96      1.76562      -3.90625      8.074      0.00197011      1
 4216      14424      6408      1.72656      -3.84375      7.96      1.74219      -3.78125      8.071      0.00377098      0
 4217      6542      14424      1.74219      -3.78125      8.071      1.67188      -3.65625      8.293      0.00242082      0
 4218      1054      6542      1.67188      -3.65625      8.293      1.46094      -3.71875      8.438      0.000722171      1
 4219      6543      6542      1.67188      -3.65625      8.293      1.65625      -3.6875      8.473      0.000953001      0
 4220      14565      6543      1.65625      -3.6875      8.473      1.64062      -3.65625      8.54      0.000182784      1
 4221      1270      1275      1.64844      -4.09375      7.985      1.53125      -4.34375      8.093      0.00441651      1
 4222      1392      1275      1.64844      -4.09375      7.985      1.75      -4.34375      7.888      0.00441651      1
 4223      6277      1275      1.64844      -4.09375      7.985      1.75      -4.09375      8.025      0.00905201      0
 4224      6153      6277      1.75      -4.09375      8.025      1.88281      -4.21875      7.959      0.00644955      0
 4225      6154      6277      1.75      -4.09375      8.025      1.875      -4.21875      8.157      0.007809      0
 4226      6274      6277      1.75      -4.09375      8.025      1.82031      -4      8.022      0.00403012      1
 4227      1387      6154      1.875      -4.21875      8.157      1.71094      -4.375      8.231      0.00325965      1
 4228      6155      6154      1.875      -4.21875      8.157      1.85938      -4.25      8.294      0.00646509      0
 4229      6156      6155      1.85938      -4.25      8.294      1.85156      -4.28125      8.514      0.00452955      0
 4230      6157      6155      1.85938      -4.25      8.294      1.78906      -4.375      8.477      0.00306957      0
 4231      14049      6155      1.85938      -4.25      8.294      2.00781      -4.3125      8.338      0.00533999      0
 4232      14052      14049      2.00781      -4.3125      8.338      1.98438      -4.34375      8.474      0.00423576      0
 4233      14053      14052      1.98438      -4.34375      8.474      1.92188      -4.40625      8.495      0.00342072      0
 4234      9410      14053      1.92188      -4.40625      8.495      1.96094      -4.53125      8.657      0.00239751      0
 4235      9408      9410      1.96094      -4.53125      8.657      1.91406      -4.625      8.638      0.00136335      0
 4236      14057      9410      1.96094      -4.53125      8.657      1.84375      -4.53125      8.703      0.000796451      1
 4237      9406      9408      1.91406      -4.625      8.638      1.875      -4.65625      8.752      0.000479229      1
 4238      9565      9408      1.91406      -4.625      8.638      2.0625      -4.71875      8.592      0.000479229      1
 4239      1386      6157      1.78906      -4.375      8.477      1.71875      -4.34375      8.516      0.000211453      1
 4240      14176      6156      1.85156      -4.28125      8.514      1.875      -4.1875      8.544      0.00147048      1
 4241      14178      6156      1.85156      -4.28125      8.514      1.82812      -4.25      8.652      0.00266135      0
 4242      1385      14178      1.82812      -4.25      8.652      1.73438      -4.28125      8.826      0.00101644      1
 4243      6158      14178      1.82812      -4.25      8.652      1.84375      -4.34375      8.846      0.00147065      0
 4244      6159      14178      1.82812      -4.25      8.652      1.75781      -4.4375      8.738      0.00101644      1
 4245      14055      6158      1.84375      -4.34375      8.846      1.91406      -4.46875      8.85      0.000370046      1
 4246      9271      6153      1.88281      -4.21875      7.959      1.88281      -4.3125      7.963      0.00399523      0
 4247      9274      6153      1.88281      -4.21875      7.959      1.92188      -4.25      7.889      0.00322267      0
 4248      14050      9274      1.92188      -4.25      7.889      1.9375      -4.34375      7.881      0.00183695      0
 4249      6019      14050      1.9375      -4.34375      7.881      1.91406      -4.40625      7.885      0.00131211      0
 4250      9413      6019      1.91406      -4.40625      7.885      1.95312      -4.59375      7.859      0.000513589      1
 4251      9269      9271      1.88281      -4.3125      7.963      1.84375      -4.40625      7.976      0.0033098      0
 4252      6021      9269      1.84375      -4.40625      7.976      1.89062      -4.4375      7.976      0.00137952      1
